text,label,flag_words_strict,explanation
"සමාජ මාධ්‍ය පරිශීලකයන් කිහිපදෙනෙක් මේ දවස්වල පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
රාජ්‍ය සේවකයන් කාලෙකට කාලෙට අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෘත්තීයවේදීන් ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා අහලා තියෙනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය ටීම් එක අදාල නැති වැඩ ඒකයි.,HATE,අදාල නැති,Matched hate/harassment lexicon (insults/commands/threat markers).
එයාලා කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. කඩිනම්ව වෙනස් වෙන්න! හරිද?,HATE,වෙනස් වෙන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
"සමාජ මාධ්‍ය පරිශීලකයන් අදාල තත්ත්වය අනුව වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කියනවා රාජ්‍ය සේවකයන් පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"වෘත්තීයවේදීන් ගොඩක් අය කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"බ්ලොග් ලියන අය කාලෙකට කාලෙට වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය තුළ දුර්වලතා කිහිපයක් තිබ්බත්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කණ්ඩායම් නායකයෝ ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය කණ්ඩායම හරිම අප්පිරියයි නෙමෙයිද?,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පාලකයෝ වැඩේ අතිශය ලජ්ජාවක්. බොරුව පතුරවනවා. නවත්තන්න! ඉතින්.,HATE,"බොරු, නවත්ත",Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"සමාජ මාධ්‍ය පරිශීලකයන් අහලා තියෙනවා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,රහස,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"වෛද්‍යවරුන් ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
"සමාජ මාධ්‍ය පරිශීලකයන් ඇතැම් ඇතැම් අවස්ථාවල පක්ෂපාති වගේ වගේ හැඟෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ගුරුවරුන් කියනවා සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔයාලා පිළිවෙලක් නෑ නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"වෘත්තීයවේදීන් ඇතැම් අලුත් ප්‍රවණතාවයක් වෙලා අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"රාජ්‍ය සේවකයන් සමහර අලුත් ප්‍රවණතාවයක් වෙලා අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් ඇතැම් මේ දවස්වල අවධානය අඩු වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා පසුගිය කාලේදී වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය කතාවක් යනවා දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
"කාර්ය මණ්ඩලය අවස්ථා කිහිපයකදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක අතිශය කට්ට කාලයක් නාස්ති නේද? වගකීම ගන්න! දැන් බලන්න.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය admin ලා කරන වැඩෙන් වෙන අයට හානියක් කරනවා. මොළේ යොදාගන්න!,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"යූටියුබර්ලා පිටරටවලින් මුදල් ගන්නවා ගොඩක් අය කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
කාර්ය මණ්ඩලය අවස්ථා කිහිපයකදී අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් අතුරින් කිහිපය කාලෙකට කාලෙට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කාර්ය මණ්ඩලය අදාල තත්ත්වය අනුව වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ටික්ටොක්කර්ලා පසුගිය කාලේදී අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා අතුරින් කිහිපය පසුගිය කාලේදී අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පුවත් ආයතන මේ දවස්වල අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
යූටියුබර්ලා අවස්ථා කිහිපයකදී අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝ කරන වැඩෙන් විශ්වාසය කඩනවා. නවත්තන්න! ඒකයි.,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"කාර්ය මණ්ඩලය කියනවා ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔයා මෝඩ තීරණ ඒකයි.,HATE,මෝඩ,Direct insult targeting a person Matched hate/harassment lexicon (insults/commands/threat markers).
"සමාජ මාධ්‍ය පරිශීලකයන් කීප දෙනෙක් අදාල තත්ත්වය අනුව අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා ගොඩක් අය කියනවා ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔයා හැමදාම මෙහෙමයි: පිළිවෙලක් නෑ. මිනිස්සුන්ට අමාරු කරනවා,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔය කණ්ඩායමට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ ඇත්තටම නරකයි හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
මිනිස්සු කියන විදියට පුවත් ආයතන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
වෘත්තීයවේදීන් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා සමහර සමහර වෙලාවට අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෛද්‍යවරුන් ඇතැම් අවස්ථාවල අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය admin ලා කරන වැඩෙන් සමාජය අවුල් කරනවා. මොළේ යොදාගන්න!,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"ටික්ටොක්කර්ලා ගැන අදහස් වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් කුඩා පිරිසක් සමහර වෙලාවට අවධානය අඩු වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
බ්ලොග් ලියන අය අදාල තත්ත්වය අනුව පක්ෂපාති වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මේක ඔය ටීම් එකගේ පුරුද්දක් වගේ—කට්ට කාලයක් නාස්ති නෙමෙයිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"ගුරුවරුන් ඇතැම් ඇතැම් අවස්ථාවල අධික වේගයෙන් වගේ අඩුපාඩු පේන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පොලිස් නිලධාරීන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක හදවතින්ම ලජ්ජාවක් නේද? කඩිනම්ව වෙනස් වෙන්න! ඉතින්.,HATE,වෙනස් වෙන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔයාලාගේ වැඩ බොරුව,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
සමාජ මාධ්‍ය පරිශීලකයන් මේ දවස්වල අධික වේගයෙන් වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් ඇතුලේ කෙනෙක් කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"රහස, ඇතුලේ කෙනෙක්, ඇතුලේ",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"වෘත්තීයවේදීන් ගොඩක් අය කියනවා ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
"බ්ලොග් ලියන අය අවස්ථා කිහිපයකදී වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කණ්ඩායම් නායකයෝ වෙන වෙන වෙලාවට අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මාධ්යවේදීන් ගැන සැබෑ තොරතුරු සඟවලා බොරුව පතුරවනවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
බ්ලොග් ලියන අය සමහර වෙලාවට පක්ෂපාති වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"මාධ්යවේදීන් ඇතුලේ කෙනෙක් කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ, ඇතුලේ කෙනෙක්, ඇතුලේ",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
මේක ඔය admin ලාගේ පුරුද්දක් වගේ—ලජ්ජාවක් හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"දේශපාලකයන් වෙන වෙන වෙලාවට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"සමාජ මාධ්‍ය පරිශීලකයන් කීප දෙනෙක් ඇතැම් අවස්ථාවල අධික වේගයෙන් වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් අවස්ථා කිහිපයකදී වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය කණ්ඩායම වැඩේ සහමුලින්ම බොරුව. බොරුව පතුරවනවා. කඩිනම්ව වෙනස් වෙන්න!,HATE,"බොරු, වෙනස් වෙන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය සෙට් එක සහමුලින්ම අසාර්ථකයි. නවත්තන්න!,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
ඔය පිරිසට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ අන්ධ හැසිරීම ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
එයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ ඇත්තටම නරකයි,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
කණ්ඩායම් නායකයෝ ගැන සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"රහස, තහවුරු",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය පිරිස වැඩේ අතිශය මෝඩ තීරණ. වැඩක් නැති වාද කරන්නෙ. වගකීම ගන්න!,HATE,"මෝඩ, වගකීම ගන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
"ටික්ටොක්කර්ලා ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා ගොඩක් අය කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
"බ්ලොග් ලියන අය වෙන වෙන වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"රාජ්‍ය සේවකයන් සමහර වෙලාවට වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මිනිස්සු කියන විදියට රාජ්‍ය සේවකයන් බේරාගන්න නීති රහසේ වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
කාර්ය මණ්ඩලය සමහර වෙලාවට අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පොලිස් නිලධාරීන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මාධ්යවේදීන් වෙන වෙන වෙලාවට පක්ෂපාති වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"දේශපාලකයන් ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝ හැමදාම මෙහෙමයි: වගකීමක් නෑ. වෙන අයට හානියක් කරනවා ඉතින්.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
වෛද්‍යවරුන් අදාල තත්ත්වය අනුව අසමතුලිත වගේ පෙනෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක ඇත්තටම නරකයි හරිද?,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
ඔයාලා සහමුලින්ම අසාර්ථකයි නේද? කඩිනම්ව වෙනස් වෙන්න! ඉතින්.,HATE,වෙනස් වෙන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
වෛද්‍යවරුන් ඇතැම් අවස්ථාවල අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය පාලකයෝ හැමදාම මෙහෙමයි: බොරුව. වෙන අයට හානියක් කරනවා,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
ඔයාලා හැමදාම මෙහෙමයි: කට්ට කාලයක් නාස්ති. මිනිස්සුන්ට අමාරු කරනවා ඒකයි.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"සමාජ මාධ්‍ය පරිශීලකයන් අතුරින් කිහිපය සමහර වෙලාවට අඩු සාක්ෂි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය සමහර වෙලාවට වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔයාලා කියන දේ අහන්නත් අමාරුයි. හරිම බොරුව. කඩිනම්ව වෙනස් වෙන්න! හරිද?,HATE,"බොරු, වෙනස් වෙන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
මේක ඔය පාලකයෝගේ පුරුද්දක් වගේ—කට්ට කාලයක් නාස්ති දැන් බලන්න.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"දේශපාලකයන් කීප දෙනෙක් අලුත් ප්‍රවණතාවයක් වෙලා අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
කණ්ඩායම් නායකයෝ ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පුවත් ආයතන සතියකට වරක් වගේ අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෘත්තීයවේදීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
මාධ්යවේදීන් මේ දවස්වල අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"සමාජ මාධ්‍ය පරිශීලකයන් අවස්ථා කිහිපයකදී වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා අදාල තත්ත්වය අනුව වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔයාලා වැඩේ ඇත්තටම බොරුව. වෙන අයට හානියක් කරනවා. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,බොරු,Matched hate/harassment lexicon (insults/commands/threat markers).
බ්ලොග් ලියන අය ගැන පිටරටවලින් මුදල් ගන්නවා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"සමාජ මාධ්‍ය පරිශීලකයන් පිටරටවලින් මුදල් ගන්නවා කතාවක් යනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
කණ්ඩායම් නායකයෝ ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"කාර්ය මණ්ඩලය ඇතැම් මේ දවස්වල පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"යූටියුබර්ලා කිහිපදෙනෙක් පසුගිය කාලේදී අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය අවස්ථා කිහිපයකදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය කණ්ඩායම බොහොම හරිම අප්පිරියයි නේද? මොළේ යොදාගන්න! දැන් බලන්න.,HATE,අප්පිරිය,Matched hate/harassment lexicon (insults/commands/threat markers).
"වෛද්‍යවරුන් සමහර වෙලාවට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ගුරුවරුන් හෙළිවුණා කියලා කියනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස, රහසේ, හෙළි, හෙළිවුණා, පාලනය",Leaked/revealed framing Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"කණ්ඩායම් නායකයෝ කුඩා පිරිසක් මේ දවස්වල අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
පුවත් ආයතන අලුත් ප්‍රවණතාවයක් වෙලා අසමතුලිත වගේ පෙනෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය සමහර වෙලාවට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පොලිස් නිලධාරීන් ඇතැම් ඇතැම් අවස්ථාවල පක්ෂපාති වගේ පෙනෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක කරන වැඩෙන් සමාජය අවුල් කරනවා. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,,"Hate/harassment label, but explicit lexicon markers were not detected by rules (consider manual review)."
"කාර්ය මණ්ඩලය රහසේ මොකක්හරි කරනවා ඇතුලේ කෙනෙක් කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, ඇතුලේ කෙනෙක්, ඇතුලේ, පරීක්ෂා කරලා",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
මාධ්යවේදීන් අලුත් ප්‍රවණතාවයක් වෙලා අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය සෙට් එක කරන වැඩෙන් බොරුව පතුරවනවා. නවත්තන්න! දැන් බලන්න.,HATE,"බොරු, නවත්ත",Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"දේශපාලකයන් මේ දවස්වල වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
