post_id,user_id,source,text,label
post_1325,user_181,twitter,Movie එක pretty good actually,NORMAL
post_1326,user_168,twitter,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1327,user_137,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1328,user_38,facebook,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_1329,user_78,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1330,user_28,twitter,politicians ලා හරිම smart නේද? 😏,HATE
post_1331,user_158,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1332,user_157,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1333,user_60,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1334,user_200,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1335,user_155,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1336,user_100,news_portal,students culture එක totally outdated,HATE
post_1337,user_50,twitter,ඔයා officials වගේ behave කරනවා 😂,HATE
post_1338,user_70,news_portal,students ලා හරිම smart නේද? 😏,HATE
post_1339,user_17,twitter,influencers culture එක totally outdated,HATE
post_1340,user_177,youtube,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1341,user_104,facebook,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_1342,user_81,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1343,user_147,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1344,user_116,news_portal,ඔයා students වගේ behave කරනවා 😂,HATE
post_1345,user_138,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_1346,user_100,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1347,user_113,news_portal,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1348,user_43,news_portal,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1349,user_177,twitter,officials culture එක totally outdated,HATE
post_1350,user_185,facebook,influencers ලා හරිම smart නේද? 😏,HATE
post_1351,user_140,twitter,Movie එක pretty good actually,NORMAL
post_1352,user_83,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1353,user_152,twitter,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1354,user_83,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1355,user_181,news_portal,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1356,user_182,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1357,user_41,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1358,user_12,twitter,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1359,user_39,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1360,user_197,facebook,media people culture එක totally outdated,HATE
post_1361,user_187,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1362,user_34,twitter,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1363,user_4,news_portal,education policy behind government decision කියලා sources කියනවා,DISINFO
post_1364,user_2,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1365,user_151,news_portal,officials culture එක totally outdated,HATE
post_1366,user_21,facebook,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1367,user_159,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1368,user_15,youtube,ඔයා students වගේ behave කරනවා 😂,HATE
post_1369,user_171,youtube,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1370,user_28,news_portal,students ලා හරිම smart නේද? 😏,HATE
post_1371,user_73,twitter,Movie එක pretty good actually,NORMAL
post_1372,user_149,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1373,user_197,youtube,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1374,user_18,news_portal,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_1375,user_121,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1376,user_135,news_portal,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1377,user_54,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1378,user_187,facebook,Movie එක pretty good actually,NORMAL
post_1379,user_177,youtube,Movie එක pretty good actually,NORMAL
post_1380,user_82,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1381,user_160,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1382,user_145,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1383,user_162,news_portal,Movie එක pretty good actually,NORMAL
post_1384,user_157,twitter,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_1385,user_31,facebook,politicians culture එක totally outdated,HATE
post_1386,user_54,news_portal,Movie එක pretty good actually,NORMAL
post_1387,user_86,youtube,students ලා always complain කරනවා lol,HATE
post_1388,user_164,twitter,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1389,user_79,youtube,influencers ලා always complain කරනවා lol,HATE
post_1390,user_197,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1391,user_102,facebook,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1392,user_87,news_portal,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1393,user_35,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1394,user_118,youtube,Movie එක pretty good actually,NORMAL
post_1395,user_191,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1396,user_186,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1397,user_5,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1398,user_85,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1399,user_72,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1400,user_137,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1401,user_100,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1402,user_193,youtube,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1403,user_106,facebook,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1404,user_116,youtube,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1405,user_45,facebook,Research කියනවා 5G towers harmful කියලා but media hide කරනවා,DISINFO
post_1406,user_24,news_portal,politicians ලා always complain කරනවා lol,HATE
post_1407,user_129,twitter,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_1408,user_188,youtube,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1409,user_133,twitter,politicians ලා හරිම smart නේද? 😏,HATE
post_1410,user_100,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1411,user_176,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1412,user_27,youtube,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1413,user_164,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1414,user_74,youtube,media people ලා always complain කරනවා lol,HATE
post_1415,user_172,facebook,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1416,user_71,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1417,user_132,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1418,user_90,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1419,user_181,youtube,students ලා always complain කරනවා lol,HATE
post_1420,user_19,youtube,media people ලා always complain කරනවා lol,HATE
post_1421,user_114,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1422,user_121,facebook,ඔයා officials වගේ behave කරනවා 😂,HATE
post_1423,user_23,news_portal,students culture එක totally outdated,HATE
post_1424,user_153,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1425,user_80,youtube,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1426,user_194,news_portal,students ලා always complain කරනවා lol,HATE
post_1427,user_179,news_portal,ඔයා officials වගේ behave කරනවා 😂,HATE
post_1428,user_176,news_portal,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1429,user_37,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1430,user_180,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1431,user_8,facebook,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1432,user_123,news_portal,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_1433,user_155,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_1434,user_183,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1435,user_19,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1436,user_103,news_portal,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1437,user_141,twitter,officials culture එක totally outdated,HATE
post_1438,user_88,twitter,officials ලා always complain කරනවා lol,HATE
post_1439,user_146,youtube,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1440,user_170,facebook,officials ලා always complain කරනවා lol,HATE
post_1441,user_152,news_portal,මට හිතෙන්නේ influencers ගැන rethink කරන්න ඕන,HATE
post_1442,user_114,twitter,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1443,user_154,facebook,officials ලා always complain කරනවා lol,HATE
post_1444,user_127,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1445,user_149,facebook,students ලා හරිම smart නේද? 😏,HATE
post_1446,user_137,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1447,user_115,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1448,user_82,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1449,user_78,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1450,user_150,facebook,influencers ලා always complain කරනවා lol,HATE
post_1451,user_33,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1452,user_14,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1453,user_29,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1454,user_180,news_portal,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_1455,user_98,news_portal,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1456,user_45,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1457,user_143,news_portal,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1458,user_74,twitter,politicians ලා හරිම smart නේද? 😏,HATE
post_1459,user_166,facebook,officials ලා හරිම smart නේද? 😏,HATE
post_1460,user_112,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1461,user_165,news_portal,influencers culture එක totally outdated,HATE
post_1462,user_160,twitter,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1463,user_142,news_portal,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_1464,user_48,news_portal,politicians ලා always complain කරනවා lol,HATE
post_1465,user_128,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1466,user_106,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1467,user_124,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1468,user_124,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1469,user_188,youtube,Movie එක pretty good actually,NORMAL
post_1470,user_21,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1471,user_162,facebook,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_1472,user_157,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1473,user_121,news_portal,officials ලා always complain කරනවා lol,HATE
post_1474,user_188,youtube,Movie එක pretty good actually,NORMAL
post_1475,user_76,youtube,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_1476,user_153,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1477,user_16,news_portal,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1478,user_14,youtube,Traffic එක අද ටිකක් heavy,NORMAL
post_1479,user_74,news_portal,ඔයා students වගේ behave කරනවා 😂,HATE
post_1480,user_20,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1481,user_158,youtube,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1482,user_190,facebook,students ලා always complain කරනවා lol,HATE
post_1483,user_190,twitter,Movie එක pretty good actually,NORMAL
post_1484,user_45,youtube,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_1485,user_136,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1486,user_153,twitter,officials culture එක totally outdated,HATE
post_1487,user_61,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1488,user_188,youtube,අද weather එක nice වගේ 😊,NORMAL
post_1489,user_68,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1490,user_119,news_portal,media people culture එක totally outdated,HATE
post_1491,user_192,twitter,education policy behind government decision කියලා sources කියනවා,DISINFO
post_1492,user_68,twitter,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_1493,user_74,news_portal,media people culture එක totally outdated,HATE
post_1494,user_175,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1495,user_164,youtube,Movie එක pretty good actually,NORMAL
post_1496,user_167,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1497,user_69,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1498,user_119,twitter,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1499,user_87,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1500,user_3,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1501,user_106,facebook,politicians ලා always complain කරනවා lol,HATE
post_1502,user_115,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1503,user_73,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1504,user_7,facebook,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1505,user_56,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1506,user_155,twitter,influencers culture එක totally outdated,HATE
post_1507,user_29,twitter,මට හිතෙන්නේ media people ගැන rethink කරන්න ඕන,HATE
post_1508,user_170,facebook,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_1509,user_178,youtube,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1510,user_71,facebook,officials culture එක totally outdated,HATE
post_1511,user_16,youtube,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1512,user_18,news_portal,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1513,user_46,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1514,user_197,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1515,user_165,facebook,Movie එක pretty good actually,NORMAL
post_1516,user_67,facebook,අද weather එක nice වගේ 😊,NORMAL
post_1517,user_19,youtube,politicians culture එක totally outdated,HATE
post_1518,user_39,facebook,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1519,user_39,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1520,user_132,news_portal,officials culture එක totally outdated,HATE
post_1521,user_187,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1522,user_99,news_portal,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1523,user_92,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1524,user_15,facebook,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1525,user_21,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1526,user_142,facebook,students culture එක totally outdated,HATE
post_1527,user_179,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1528,user_22,news_portal,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1529,user_50,facebook,students ලා always complain කරනවා lol,HATE
post_1530,user_100,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1531,user_137,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1532,user_15,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1533,user_55,news_portal,students ලා always complain කරනවා lol,HATE
post_1534,user_149,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1535,user_189,twitter,politicians culture එක totally outdated,HATE
post_1536,user_159,facebook,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1537,user_45,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1538,user_157,twitter,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_1539,user_30,news_portal,influencers ලා always complain කරනවා lol,HATE
post_1540,user_17,twitter,media people culture එක totally outdated,HATE
post_1541,user_174,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1542,user_176,twitter,මට හිතෙන්නේ students ගැන rethink කරන්න ඕන,HATE
post_1543,user_152,twitter,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1544,user_71,twitter,students culture එක totally outdated,HATE
post_1545,user_95,twitter,Movie එක pretty good actually,NORMAL
post_1546,user_149,facebook,politicians ලා හරිම smart නේද? 😏,HATE
post_1547,user_157,news_portal,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1548,user_125,facebook,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_1549,user_23,youtube,officials culture එක totally outdated,HATE
post_1550,user_33,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1551,user_70,news_portal,Movie එක pretty good actually,NORMAL
post_1552,user_45,facebook,students ලා always complain කරනවා lol,HATE
post_1553,user_128,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1554,user_108,facebook,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1555,user_31,facebook,media people ලා always complain කරනවා lol,HATE
post_1556,user_130,twitter,Movie එක pretty good actually,NORMAL
post_1557,user_169,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1558,user_50,facebook,officials ලා හරිම smart නේද? 😏,HATE
post_1559,user_46,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1560,user_94,youtube,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1561,user_65,youtube,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_1562,user_27,facebook,students ලා always complain කරනවා lol,HATE
post_1563,user_8,news_portal,politicians ලා always complain කරනවා lol,HATE
post_1564,user_61,news_portal,influencers ලා always complain කරනවා lol,HATE
post_1565,user_108,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1566,user_84,twitter,ඔයා students වගේ behave කරනවා 😂,HATE
post_1567,user_106,twitter,Movie එක pretty good actually,NORMAL
post_1568,user_19,news_portal,officials ලා always complain කරනවා lol,HATE
post_1569,user_112,twitter,influencers ලා හරිම smart නේද? 😏,HATE
post_1570,user_46,news_portal,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1571,user_185,twitter,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1572,user_86,twitter,ඔයා influencers වගේ behave කරනවා 😂,HATE
post_1573,user_72,twitter,ඔයා officials වගේ behave කරනවා 😂,HATE
post_1574,user_108,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1575,user_155,twitter,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1576,user_142,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1577,user_134,news_portal,Breaking news: fuel prices secretly controlled by foreign powers,DISINFO
post_1578,user_119,youtube,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1579,user_64,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1580,user_149,twitter,Experts කියනවා new vaccine causes long-term damage allegedly,DISINFO
post_1581,user_2,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_1582,user_121,facebook,influencers culture එක totally outdated,HATE
post_1583,user_123,facebook,education policy behind government decision කියලා sources කියනවා,DISINFO
post_1584,user_22,facebook,students culture එක totally outdated,HATE
post_1585,user_92,youtube,politicians ලා හරිම smart නේද? 😏,HATE
post_1586,user_123,youtube,officials ලා හරිම smart නේද? 😏,HATE
post_1587,user_192,facebook,Movie එක pretty good actually,NORMAL
post_1588,user_198,twitter,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1589,user_161,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1590,user_177,youtube,Experts කියනවා 5G towers causes long-term damage allegedly,DISINFO
post_1591,user_110,youtube,Experts කියනවා fuel prices causes long-term damage allegedly,DISINFO
post_1592,user_54,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1593,user_189,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1594,user_29,news_portal,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1595,user_11,youtube,Meeting එක 5pm ට move කරමු,NORMAL
post_1596,user_166,facebook,students ලා always complain කරනවා lol,HATE
post_1597,user_86,twitter,politicians ලා always complain කරනවා lol,HATE
post_1598,user_123,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1599,user_91,youtube,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_1600,user_14,facebook,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1601,user_125,facebook,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1602,user_137,youtube,Movie එක pretty good actually,NORMAL
post_1603,user_95,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1604,user_23,facebook,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1605,user_20,facebook,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
post_1606,user_179,twitter,students culture එක totally outdated,HATE
post_1607,user_134,facebook,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1608,user_139,twitter,Movie එක pretty good actually,NORMAL
post_1609,user_108,news_portal,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1610,user_17,facebook,influencers ලා හරිම smart නේද? 😏,HATE
post_1611,user_86,news_portal,Traffic එක අද ටිකක් heavy,NORMAL
post_1612,user_168,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1613,user_179,news_portal,Movie එක pretty good actually,NORMAL
post_1614,user_146,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1615,user_59,news_portal,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1616,user_38,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1617,user_159,twitter,media people ලා always complain කරනවා lol,HATE
post_1618,user_45,twitter,students ලා හරිම smart නේද? 😏,HATE
post_1619,user_11,youtube,students ලා always complain කරනවා lol,HATE
post_1620,user_67,youtube,Breaking news: new vaccine secretly controlled by foreign powers,DISINFO
post_1621,user_182,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1622,user_38,youtube,fuel prices behind government decision කියලා sources කියනවා,DISINFO
post_1623,user_137,youtube,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_1624,user_128,twitter,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_1625,user_2,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1626,user_194,twitter,Experts කියනවා education policy causes long-term damage allegedly,DISINFO
post_1627,user_177,facebook,5G towers behind government decision කියලා sources කියනවා,DISINFO
post_1628,user_174,facebook,මට හිතෙන්නේ politicians ගැන rethink කරන්න ඕන,HATE
post_1629,user_159,twitter,economic reform behind government decision කියලා sources කියනවා,DISINFO
post_1630,user_84,facebook,students ලා always complain කරනවා lol,HATE
post_1631,user_135,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1632,user_6,facebook,officials ලා always complain කරනවා lol,HATE
post_1633,user_172,facebook,Traffic එක අද ටිකක් heavy,NORMAL
post_1634,user_50,news_portal,Research කියනවා fuel prices harmful කියලා but media hide කරනවා,DISINFO
post_1635,user_131,facebook,Meeting එක 5pm ට move කරමු,NORMAL
post_1636,user_38,news_portal,Research කියනවා education policy harmful කියලා but media hide කරනවා,DISINFO
post_1637,user_4,youtube,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1638,user_115,facebook,Breaking news: education policy secretly controlled by foreign powers,DISINFO
post_1639,user_107,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1640,user_187,news_portal,students culture එක totally outdated,HATE
post_1641,user_154,facebook,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1642,user_78,news_portal,media people ලා always complain කරනවා lol,HATE
post_1643,user_152,news_portal,ඔයා politicians වගේ behave කරනවා 😂,HATE
post_1644,user_164,youtube,new vaccine behind government decision කියලා sources කියනවා,DISINFO
post_1645,user_119,twitter,මට coffee එකක් බොන්න හිතෙනවා,NORMAL
post_1646,user_98,youtube,officials ලා always complain කරනවා lol,HATE
post_1647,user_78,youtube,influencers culture එක totally outdated,HATE
post_1648,user_119,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1649,user_40,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1650,user_168,youtube,students culture එක totally outdated,HATE
post_1651,user_177,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1652,user_127,facebook,Experts කියනවා economic reform causes long-term damage allegedly,DISINFO
post_1653,user_124,news_portal,Meeting එක 5pm ට move කරමු,NORMAL
post_1654,user_176,news_portal,අද weather එක nice වගේ 😊,NORMAL
post_1655,user_132,facebook,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1656,user_15,twitter,Meeting එක 5pm ට move කරමු,NORMAL
post_1657,user_178,twitter,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1658,user_70,youtube,media people culture එක totally outdated,HATE
post_1659,user_75,youtube,politicians ලා always complain කරනවා lol,HATE
post_1660,user_50,twitter,අද weather එක nice වගේ 😊,NORMAL
post_1661,user_193,twitter,Traffic එක අද ටිකක් heavy,NORMAL
post_1662,user_81,youtube,Research කියනවා economic reform harmful කියලා but media hide කරනවා,DISINFO
post_1663,user_137,youtube,politicians ලා හරිම smart නේද? 😏,HATE
post_1664,user_133,youtube,මට හිතෙන්නේ officials ගැන rethink කරන්න ඕන,HATE
post_1665,user_88,twitter,මෙම vaccine එකෙන් 90% people sick වෙනවා කියලා කියනවා 🤔,DISINFO
post_1666,user_129,twitter,influencers ලා හරිම smart නේද? 😏,HATE
post_1667,user_177,facebook,Movie එක pretty good actually,NORMAL
post_1668,user_20,facebook,Breaking news: 5G towers secretly controlled by foreign powers,DISINFO
post_1669,user_90,youtube,Research කියනවා new vaccine harmful කියලා but media hide කරනවා,DISINFO
post_1670,user_153,youtube,Breaking news: economic reform secretly controlled by foreign powers,DISINFO
