Cleaned Text ,Label,Word Identified,Hate,Disinfo,Normal,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
චන්දේ දුන්න මිනිස්සුන්ට ප් රශ්නයක් නැත්නම් npp එකේ පඩිය ගැන අනිත් උන් මොකටද කෑ ගහන්නෙ,NORMAL,,0,0,1,,,,,
thavelogue chronicles ane na atleast they are trying to change something for good,NORMAL,,0,0,1,,,,,
namole you waste government precious time namole you did not enter parliament by sl public instead opposition mp,DISINFO,,0,1,0,,,,,
excellent idea this should be implemented as early as possible,NORMAL,,0,0,1,,,,,
දැඩ් දඩුවම් ගේන්න නීති හදන්න ඕන ඊයේ හිරේ දාපු එකා හෙට නිදහස් අයෙත් ඇව්ත් ඊට වඩා කුඩු ගහනවා විකුණනවා,NORMAL,,0,0,1,,,,,
චාමරයෝ උඹනම් මරැ,NORMAL,,0,0,1,,,,,
supiri 1000,NORMAL,,0,0,1,,,,,
බදුල්ලේ නූගත් බඩ තඩියා මී වස්සා,HATE,"නූගත් බඩ තඩියා, මී වස්සා",1,0,0,,,,,
චාමර ඉතින් කවදත් එළ,NORMAL,,0,0,1,,,,,
bikoucan gonhadoun,NORMAL,,0,0,1,,,,,
ඌව අපේ ගැම්ම චාමර,NORMAL,,0,0,1,,,,,
අයියෝ හදුන් බල්ලා බික්කුච්චංංංංංං,HATE,"බල්ලා, bikkuchchan",1,0,0,,,,,
හරි කියන කතාවට respect,NORMAL,,0,0,1,,,,,
anura sahodaraya that chap only shouting trying to show that he knows about politics because his father and his family stole sl public wealth that the only qualification he has he has not earn any money except via back door not from public came to parliament he should go back to nursery and lead to decent life,DISINFO,,0,1,0,,,,,
මේ පාර මන්ත් රි කම විකුණන්න බැහැ පව්වැඩේ,NORMAL,,0,0,1,,,,,
මූන්ට තෙරේඑන්නේ කන්නි කෑවා,NORMAL,,0,0,1,,,,,
big kuchchan,NORMAL,,0,0,1,,,,,
මෙිවා අසන්නා සිහිබුදියේන් ඇසිය යුතුයි ලංකාව වගේ අති දූශීත රටවල ඉදගෙන පරම්පරා ගානකට හරි හම්බකරා ඔීනෑම කෙනෙකුට මේවගේ කොන්ද කෙලින් තියා කතා කරන්න හරිම ලේසියි මොකද මේ වගේ රටවල් වල අමු අමුවෙන් මංකොල්ල කාලා මිනි මරපු කුඩු ව්කුනපු මීනිස්සුත් නිවැරදි යහත් යැයි කියන පුද්ගලයන්ට වඩා හොදට කොන්ද කෙලින් තියාගෙන කතාකරනවා ඒකට තමයි කාලයේ තාලය කියන්නේ කරුමෙට අන්තිමට මේ කාලයේ යහපත් හොද මිනිස්සු කියනේ පොන්යෝ වර්ගයක් පමනයි,NORMAL,,0,0,1,,,,,
තමන් කව්ද හරියටම දන්න එකෙක්,NORMAL,,0,0,1,,,,,
අනේ හිටපු පාර්ලිමේන්තුව ප් රභූවරුන් හොඳට කෑවා නෑ කියන්න පුළුවන්ද,NORMAL,,0,0,1,,,,,
siiya yananakota doler 292 den 212 sthawara bawayada me aya vipaksh innakota kale akul helapu kadakappal karapu den merila ipadila wage kaiy gahanawa,DISINFO,,0,1,0,,,,,
චෝදනා එල්ල කරනව එල්ල අයයි සාක්ෂි ඉදිරිපත් කරන්න ඕනෙ පැමිණිලි කරන්න ඕන පාර්ලිමේන්තුවේ නැතුව එළියේ කියල පෙන්නුවා හොඳයි,NORMAL,,0,0,1,,,,,
ආන්ඩුව කුජීතයි,HATE,කුජීතයි,1,0,0,,,,,
horak adanawa,NORMAL,,0,0,1,,,,,
our respect to our hon president anura kumara dissanayake for your powerful speech and your excellent handling of the debate sri lankans who truly love sri lanka are looking forward to developed country under your guidance and this government may the triple gem bless you,NORMAL,,0,0,1,,,,,
akd ge anduwe kudu gahana vikunana eun ne velawata ewa distroi karai tisse hitapu kalakanni wage newei,NORMAL,,0,0,1,,,,,
මරික් කාර් හයියෙන් බොරු කියන්නයි හිමීට තෑගි ගන්නයි දස්ස නිසානෙ සිරසෙ ජොබ දාල ගැලපෙන එක තෝරගත්තෙ,NORMAL,,0,0,1,,,,,
වැරැද්ද කරපු එකාම cid එකට යනව වැරැද්ද හෙලි කිරීමට විරුද්ධව cid එක මුංගෙ සාක්කුවෙ තියෙන්නෙ ඕකට ගියා කියල සුද්ද කරන්න බෑ හඳුන් වැරැද්දක් වෙලා නැත්තං අපහාසයකුත් නෑනෙ නීතියෙං තහනමක් නෑ call එකක් record කරන්න සහ බෙදාහරින්න දැං උගෙ හඬපට leak කරන එක නීති විරෝධී වැඩක්ද අපහාස නඩුවක් දාන්නෙ මොන අපහාසයටද හරියමං නීතියක් තියෙන රටකනං අපහාසය කියන දේට නඩු දාන්න බෑ මේ ලබ්බෙ තියෙන්නෙ අමුතු නීති එහෙම නඩුදාන්න පුළුවන්ං රනිල්ට මහින්දට කරපු අපහාස වලට මුං ඔක්කොම ඉන්න ඕනි ඇතුලෙ,DISINFO,,0,1,0,,,,,
තොපේ ආණ්ඩුකාලේ කරපුවා තමයි ඔය,NORMAL,,0,0,1,,,,,
ganichche thaththala puthala,NORMAL,,0,0,1,,,,,
ඔයාත් තව ටික දවසකින් ජම්පරය අදින්න වෙන්නෙ,NORMAL,,0,0,1,,,,,
බේරෙ වැවෙ නාපු උන් කාලෙකින් තෙත් වෙලා,NORMAL,,0,0,1,,,,,
kari ba wachalaya,HATE,wachalaya,1,0,0,,,,,
සුජිව කියන්නේ මහනුවරින් ආවා කඩුවෙලට බනානා බෙදලා බයිලා ගහලා මාරු උනා බනානා සුජි නියම කෙනා තමයි සජි පුතාගේ හිරු පායන්නේ කවද්ද කියපල්ලා දන්න එකෙක් හිරුණිකා රනිල්ල්ල්ල් කොහෙද ඉන්නේ හිරු ඔයා,DISINFO,,0,1,0,,,,,
ආතල් බන්,NORMAL,,0,0,1,,,,,
sangithla wage aya thamai palana thranthraye inna ona mokada athdakim bahula minissu ohun,NORMAL,,0,0,1,,,,,
ditta suli kunatuwan takaramak giyath laksa 1000000 danawa kiuwa wagada anura kumara mahaththayo arthikaya wardanaya wanne,DISINFO,,0,1,0,,,,,
gotabaya hitiya nm mama ayyagen ahala kiyannm,NORMAL,,0,0,1,,,,,
නාමලෙයා ෙබාරැ පච කියන්න එපා උසාවියත් තින්දුව දිල තියනව රාජපක්ෂල බංෙකාෙලාත් කලා කියල ෙවන් ෙහාරකම් කරල විනාශ කලා නාමලෙයා ජනාධිපති ෙවන්න හිතන්නවත් එපා කවදාවත් ඒක ෙවන්ෙන නැහැ හිනයක් විතරයි ඒක,DISINFO,,0,1,0,,,,,
කබල් මරික් කාර් කොහෙද එයා කාර් පර්මිට් හොයනවා,NORMAL,,0,0,1,,,,,
චාමර සම්පත් කියන්නේ අමු වංචාකාර බොරුකාරයෙක් හරක් ටික ආතල් අරන් ඌට රැවටෙනවා,HATE,"harak, amu wanchaakara",1,0,0,,,,,
මෝඩ ජෙෆ් ලා,HATE,මෝඩ,1,0,0,,,,,
hemoma kannangaralat dayasirilat nowei hebai minissunta wasantha samarasingha lal kantha chathuraga abesingha wage wenna beri una,NORMAL,,0,0,1,,,,,
ඔන්න ඇත්ත ඩඩ්ලි මැතිතුමාගේ කටේ රත්තරං දාන්න ඕනේ ඒකටත් සල්ලි නෑ අවුරුද්දක් විතර යනකොටවත් කරන්න බලමු,NORMAL,,0,0,1,,,,,
උබේ වේදනාව කියහන් නමුත් ඔය කියන්කෙත් බොරැ,HATE,බොරැ,1,0,0,,,,,
චාමර තඩිය වගේ එකෙක් චරිතයක් උන එව්නුත් ඉන්නවනෙ,HATE,තඩිය,1,0,0,,,,,
නාමල් koo තොගේ මහඑකාගෙන් එපැ ඕක අහන්න,NORMAL,,0,0,1,,,,,
thopie horakam jarapu hinda thaime srivlankawata ohamaxunay thopita no vote,NORMAL,,0,0,1,,,,,
මේ පිස්ස හොදයි පිස්සන් කොටුවට ඔය කෑගහන්නෙ හොරාකාල හොරාකාල ලගදි ඇතුලෙ රස විදින්ඩ වෙනබව දැනගෙන අපරාදෙ මේ වගේ වඩේ වෙලෙන්දො පාර්ලිමේන්තු එවපු එක කිසිම වැදගත් දෙයක් කතාකරන් නැහැ මේ පිස්සට කියල එවන විදිහට නැට්ටුව වගේ නටනව,HATE,"පිස්ස, නැට්ටුව වගේ නටනව",1,0,0,,,,,
oppo d g උබ ගහපන් තේ පලයන් අහකට මෝඩයා,HATE,මෝඩයා,1,0,0,,,,,
ඕකුන් ඵන්නෑ කුහක හැත්ත අනාත වෙලා ඉන්නේ හොරාකන්න කොමිස් ගන්න නෑනේ,NORMAL,,0,0,1,,,,,
සාටකයා මරැ කියවනව උන් ආණ්ඩුව කලා උන් දියුණු අපිට දුක්විදින්න තියෙන මියෙනා තුරැ,NORMAL,,0,0,1,,,,,
ජෙප්පෝ කැත විදියට කතා කරොත් හොඳයි අනිත් අය කතා කරොත් අපහාස ඉස්ස බිග් කුච්චන්,NORMAL,,0,0,1,,,,,
ඔයාලට මතකද දන්නෙ නැහැ සිංගප්පූරු ජනාධිපති තුමා කාලෙ රටට ආපු වෙලාවෙ රටේ ලස්සන දැකල එයා කිව්වෙ සිංගප්පූරුව ලංකාව වගේ හදනව කියල ඒවගේ එතුමා ඒක කලා ඒත් කාලෙ සිංගප්පූරුව වගේ කලා හිටපු නායකත්වය කියන්න ලැජ්ජයි නේද බොරුවට කෑගහනව හිටපු අය ඇයි කෙරුවෙ නැත්තෙ,DISINFO,,0,1,0,,,,,
excellent prime minister,NORMAL,,0,0,1,,,,,
මිනිස්සු දුක් වින්දට මුං රජ සැප ගන්නේ,NORMAL,,0,0,1,,,,,
චන්දෙන් දිනල පාඒලිමේන්තුවට ආවනං,NORMAL,,0,0,1,,,,,
බිග් කුච්චන්,NORMAL,,0,0,1,,,,,
හදුහේටියා මඩකලපුමිල්ලා හේලි කොප්පරේන්ගිහිල්ලා කියනවා මල්වතු ඹය පිටර ගලා මඩකලපුව යටඋනා කියලා මුන් ජනතාවට වෙෙයිරපැතුරුවා විතරයි මුන් කැලේ බාේක්කු යට හිටියෙි බොකුවයට,DISINFO,,0,1,0,,,,,
භාන්ඩාගාරෙ සල්ලි බෙදා ගන්න හරි ආසයි නෙ මිලියන ගනන් ගිලල බඩෙන් පේනවා,DISINFO,,0,1,0,,,,,
namal to meranna oni,HATE,meranna oni,1,0,0,,,,,
වසන්ත පොන්නය අටනාත් හානවා අනුරාධපුර පැත්තේ යන්න apa හොදේ රෙදි නැතිව anna වන්න,HATE,"ponnaya, රෙදි නැතිව",1,0,0,,,,,
a new meme detected,NORMAL,,0,0,1,,,,,
menna janadi petelaa,NORMAL,,0,0,1,,,,,
උබෙ අයියා තමා හිකුවෙ රටට බලයට එන්න කලින් කොළඹ ආසියාවෙ දෙවනි පිරිසිදුම නගරය තොගෙ අයියා මකබෑවිලා යනකොට රටේ බෝම්බත් පිපිරිලා මිනිස්සුත් මැරිලා 150ට තිබ්බ කොත්තුවත් 500යි නිකක් පලයන් හාල් හොරා තොගෙ අයියා කාපු හැටි කියන්න පොතක් ලියන්න ගියොත් රටේ කඩදාසි හිඟයක් ඇතිවෙයි ඒක නොහුකා පල පල් හොරා,DISINFO,,0,1,0,,,,,
bimal,NORMAL,,0,0,1,,,,,
බදුල්ලේ ම්නිස්සු අනාගතය බලලා එව්ව සුපිරි බුලට් එක,NORMAL,,0,0,1,,,,,
අනුර මහත්තය ඕවට උත්තර උවමනා නෑ කරගෙක යන්ඩ,NORMAL,,0,0,1,,,,,
athta kathava,NORMAL,,0,0,1,,,,,
supiri baduwakk,HATE,baduwakk,1,0,0,,,,,
නැමොලයො තො මොනවද කියන්නෙ තොත් රටකරානෙද මු ලිසටි ළුකෙන් ඇවිත් හරියට මැරිලා ඉපදිලා වගෙ කතාව,NORMAL,,0,0,1,,,,,
niyamai maru kathawha okkatoma kiwea peattak,NORMAL,,0,0,1,,,,,
he is wasting the time we have to spend millions of money for a parliament session so this is wasting our tax money,DISINFO,,0,1,0,,,,,
කවුරුත් හොරාකෑම නොකරනවා කෝප් කමිටුවේ නව දොස්තර සභාපතිත්වය එලියට දැමු බැසිල් කපුටාගේ ඉන්දීය ණය පහසුකම් indian credit line හරහා තවමත් ලබැදියාව කුමක්ද ඇන්ටිජන් හොරා ඩිලීට් ඉන්දියාවෙන් වසවිස බාල බෙහෙත් රුපියල් බිලියන 100 එහා ගිය ප් රමාණයක් 2025 පෙබරවාරියේ රුපියල් 500න් මිලදී ගත් ජෝර්ජ් ස්ටුවර්ට් හෙල්ත් සමූහ ව් යාපාරය කියු දූශිත ඉන්දීය ණය පහසුකම් හරහා එන්නේ රටේ ජනතාව කිසිදු හිරිකිතයකින් තොරව උන්ගේ ණය තුරුස් ගෙවන නිසාද කියා දැනුවත් කරන්න අපිව ගරු අගරු මාධ් යවේදී හිතවතුනි,DISINFO,,0,1,0,,,,,
කෝ සක්කිලියා,HATE,සක්කිලියා,1,0,0,,,,,
sir කියලා බයයි වගේද කියලා,NORMAL,,0,0,1,,,,,
නීති හදන්න කල් යනවනම් අල්ලන උන්ට නඩු නැත්තත් අල්ලන කුඩු වලට ගිනිතියන්න අපෙ ඉල්ලිම ඒක,NORMAL,,0,0,1,,,,,
එහෙම වෙන අයට අපෙ call record කරන එක නවත්වන්න බැරිද,NORMAL,,0,0,1,,,,,
මුන් ජන්දෙ ගන්නේ බොරුවට කැගහන්න විතරයි,HATE,බොරු,1,0,0,,,,,
supiri face red heart shape face red heart shape,NORMAL,,0,0,1,,,,,
kawuda nokiya kiyapu kalakanni ya,HATE,kalakanni,1,0,0,,,,,
akd,NORMAL,,0,0,1,,,,,
catacevat kiuanava edennama,NORMAL,,0,0,1,,,,,
oyanam nitamai manyri thuma oya kiyanne aththamai,NORMAL,,0,0,1,,,,,
ekanam atta,NORMAL,,0,0,1,,,,,
බිග් කුච්චන්,NORMAL,,0,0,1,,,,,
කාර් පර්මිට් දෙන්නේ නෑ බං,NORMAL,,0,0,1,,,,,
ane moda pakayo tho katha karana kota apita thoge buru kama penawa,HATE,"moda pakayo, buru kama",1,0,0,,,,,
ditta suli kunatuwan takaramak giyath laksa 1000000 danawa kiuwa wagada anura kumara mahaththayo arthikaya wardanaya wanne,DISINFO,,0,1,0,,,,,
namo ubata kiyana dayak na ubala kawa rata bapa potaya basil kaputa kakulwa wahpnkata thohagay rada,HATE,"කපුතා, කාකුල්",1,0,0,,,,,
මුන් දෙන්නා මුස්ලිම් මිනිස්සුන්ට හානියක්,NORMAL,,0,0,1,,,,,
issara vidiyata duwa pena yana mathakada thahanam karàpu dine mole udara miniskame minisa akd ithama amaruwen gena yana satan maga podu jana jayamagai sahayogaya lebeema mage ikman awasanaya,NORMAL,,0,0,1,,,,,
moda harakel gal muealyek,HATE,"harakel, gal muealyek",1,0,0,,,,,
මැඩම් රාජ්පක්ෂල ගෙ නෑයෙක් ඒකයි එයා ඕවට අකමැති,DISINFO,,0,1,0,,,,,
කාලයක් තිස්සෙ ප් රශ්ණයක් වෙලා තිබ්බ දෙයක් සංගීත් මහත්තයා හින්දා විසදෙන්නයි යන්නෙ ජයවේවා,NORMAL,,0,0,1,,,,,
mewa kiyannada bn mun parliament yanne thu,HATE,thu,1,0,0,,,,,
පොර වැඩෙක් කියලා පෙන්නෙන් හදනවා,NORMAL,,0,0,1,,,,,
akdමෛත්රීපාල උබේ ව් යවස්ථාවෙද ඔය profile photo එක වෙනස් කරපං රනිල් මෛත් රීපාල හරි s මෛත් රී හරි කියලා මොකද සිරා දැන් ඉන්නේ උං එක්ක,NORMAL,,0,0,1,,,,,
mea ghanu kenaa nitharama balannea meaka passa gahanna eagana sakayak pawathei,DISINFO,,0,1,0,,,,,
anivaryen karanna one,NORMAL,,0,0,1,,,,,
melo rahak naa huuuuuuuuuuuu huuuuuuuuuu,NORMAL,,0,0,1,,,,,
thanks lokka api wenywen hitiyta,NORMAL,,0,0,1,,,,,
thats not the point opposition is clearly is shouting to change the subject and they get offended too easily how can such a opposition even think of controlling a nation,NORMAL,,0,0,1,,,,,
හනුම වහාගෙන හිටපිය ගොනා,HATE,ගොනා,1,0,0,,,,,
vary good,NORMAL,,0,0,1,,,,,
doobi tika hodana hedilla,NORMAL,,0,0,1,,,,,
වසන්ත ඉවරයි අය ඕකට අනුරාධපුර ඡන්ද නැ දන්න කෙනෙක්වත් දාන්න දෙන්නෙ නෑ,NORMAL,,0,0,1,,,,,
මාලිමා රජයට ජය වේවා,NORMAL,,0,0,1,,,,,
අශිෂ්ටත්වය ලෙයින් යකඩයින් හෝ අවසන් කල යුතුයි,NORMAL,,0,0,1,,,,,
supiri reply madam,NORMAL,,0,0,1,,,,,
thopi rate mudal horakala dan pacha kelinawa febarawari 16 kris naduwa miliyana 70 redderewila inne gothayage,DISINFO,,0,1,0,,,,,
respect bro,NORMAL,,0,0,1,,,,,
npp bike eken parliament yanawa vits car lakh denawow,NORMAL,,0,0,1,,,,,
මේක සිරස එකේ දාපු එකම ලොකු දෙයක් ඔයාලගේ ex ceo කියන්නෙ පට්ට හොරෙක් ඕකා ඔයාලගෙ මහරාජා එකේ propaganda unit එකේ වැඩ කලේ කාලේ රවී කරුණානායක ගාව දේශපාලනය කලේ මගෙන් පෝස්ටර් ගහගෙන ගිහිල්ලා අදටත් ඕකා අදටත් ණයයි ඕක කියන්නෙම බොරු සල්ලි දෙන්නම් කොයිතරම් බොරු කලාද පුළුවන් මරික්කාර්ට කියන්න ණය නෑ අන්තිමට නම්බර් එකත් බ්ලොක් කිලා,DISINFO,,0,1,0,,,,,
niyama kathawa,NORMAL,,0,0,1,,,,,
menna andu,NORMAL,,0,0,1,,,,,
159ක් ඉඳලත් පාතාලෙ උන් ටික මරල දාන්න තීරණයක් ගන්න බෑනෙ මානව හිමිකම් මගුල් කතාකරකර ඉන්නවා කුඩුකාරයො මරන්නත් ඕන ඊයෙ අපෙ අයියලගෙ දිහා ගැස් ටැංකියක් උස්සලා ඉවත්වෙනු ලබ්බවල් වෙන්නෙ නෑ ඉවත්කරනු එකට යන්න වෙනවා,HATE,"මරල දාන්න, කුඩුකාරයො මරන්නත් ඕන",1,0,0,,,,,
චාමරයා ට ව්පක්ෂ නායකත්වය වහාම ලබාදිම කලයුතුය ඒ සදහ මංති ජංදය ක් පැවත් ව්ම හොදයි,NORMAL,,0,0,1,,,,,
ව්නෝද වැඩ සටහන චාමරයගෙ අත පයදික් කරකර කිසිම වැදගත් කමක්නැහැ,NORMAL,,0,0,1,,,,,
ජනාධිපති thumanu mu mokekkad atapaswath nada koheda,NORMAL,,0,0,1,,,,,
katawanam sampurna atta katawa mahattayo eth sudu andina hamogema yata game tama kathwata respect ekenma eth oya anura sahodarayat haiya dunna dinanna ekata kruthaguna washayen apu gaman 10rs wadi karalath dunna rajaye haal moll arinne natteth hitawathkama nisa kiyala dannwa oya silwath katin kiyannako welawkata epa wenawa kiwa wage me rate ahinsaka janathawata haal kilowa 100rs denawa ada indala kiyala oyata dan hotel idam business tiyenwa diwya loke yanna pin kara ganna haal tikata ohoma karanna epa duppath ratak oluwta aran jewath wenna,DISINFO,,0,1,0,,,,,
හදුන් මුලු ආන්ඩුවම නැව්වා,NORMAL,,0,0,1,,,,,
dayasiri කියන්නේ කුහක thekadiyek,NORMAL,,0,0,1,,,,,
ගවුමගෙන් ඉල්ල ගනින් මල් ගවුමා,HATE,මල් ගවුමා,1,0,0,,,,,
දැන් තමා ඌ ජොබ් එක හරියට කාරන්නෙ ඉස්සර හොරා කන උන් දැක්කම සද්ද නෑ දැන් තම ඇත්ත කිය්න්නෙ,NORMAL,,0,0,1,,,,,
supiri kathawa npp,NORMAL,,0,0,1,,,,,
මෙච්චර කල් ගල් අගුරු ගෙන්නුවේ සජබ ගෝලයෙක් නේද මේ පාර ටෙන්ඩර් එක හම්බ උනේ නෑ නේද,NORMAL,,0,0,1,,,,,
menna janadipatiwaru sangith kiyapudeth ahuwa hoda wadak,NORMAL,,0,0,1,,,,,
බිග් කුච්චන්,NORMAL,,0,0,1,,,,,
කෝ මේ මරික්කාර්,NORMAL,,0,0,1,,,,,
නමසිය වීසී දාහතක් ලු ඇත්ත වශයෙන්ම කීයක්ද බං මේ,NORMAL,,0,0,1,,,,,
monawa unath me kathawa aththak thiyenawa,NORMAL,,0,0,1,,,,,
උඹලගේ ආන්ඩුව තියෙද්දි රැඩිකල් තින්දු ගත්තනම් ලන්කාව සින්ගප්පුරුවක් කරන්න තිබ්බා,NORMAL,,0,0,1,,,,,
anura sahodaraya that chap only shouting trying to show that he knows about politics because his father and his family stole sl public wealth that the only qualification he has he has not earn any money except via back door not from public came to parliament he should go back to nursery and lead to decent life,DISINFO,,0,1,0,,,,,
naa molayo thota kata block unaa neda tharu dakka neda hithalaa kathaaa karapiya heena dakapiya thopi haththa rata vinaasa kalaa salli vinaasa kalaa kata vahapiya moda gon booru balla janapathi obata dewi pihitai dewiyan obava balaa gannawaamai dewi pihitai rata hadanna piluluwan obata pamanai janathaawa samagai,HATE,moda gon booru balla,1,0,0,,,,,
sangeeth super wenna ona de ekai,NORMAL,,0,0,1,,,,,
chaminda harakage mole tharama penawa ahapu gon prashneta mu me ahanne inna kale hambena salary ekathu karala jvp party eken eyalata pension ekak denawa nan eyalage financial management wala hoda kama goverment eken pension ekak dena ekei party eken ekathu una ewagen arrange karanwanam pension eken passe eh wenasa theren nathi harakek neh,HATE,"harakage mole, gon prashneta",1,0,0,,,,,
රටේත් ධනය හොරා කාලා කහල කාලා කතා ලැජ්ජ නැතුව,NORMAL,,0,0,1,,,,,
ekama sathuta kalakanni pahugiya hora heththa methana nathi eka,HATE,"kalakanni, hora heththa",1,0,0,,,,,
පාර්ලිමේන්තුවේ නීතියක් සම්නත කරන්න මාර්තු වෙනකල් කල් ගන්න එක විහිලුවක් ඕක සතියකින් සම්මත කරපල්ලා,NORMAL,,0,0,1,,,,,
විපක්ෂට එක මිටට පිස්සු තද වෙලා චෝදනා තියෙනවා පාර්ලිමේන්තු කෑ මොර දෙන්නෙ නැතුව අදාල ක් රියාමර්ග ගනිල්ලකො,NORMAL,,0,0,1,,,,,
parliament එක නාඩගම් මඩුවක් කළේ වැඩබැරි ජෙප්පෝනෙ,NORMAL,,0,0,1,,,,,
අම්මපා කතිරේ වටිනවානේ හත්තිළව්වේ,NORMAL,,0,0,1,,,,,
gym gihin body shape wenna,NORMAL,,0,0,1,,,,,
සුපිරි චාමර,NORMAL,,0,0,1,,,,,
පල හොර අප්පච්චි කෙලිය රටට සල්ලි සේරම විනස කලා ගින්නෙක් කරලා දමලා උන්ගේ බැ න්කු පොරෝගෙන සල්ලි මුතු මැ නික් රත්තරන් ඒක මිසෙකු මොනාද තොපි කාලේ එනවා බයි ලා කියන්න,NORMAL,,0,0,1,,,,,
මම බදුල්ලේ මම හිටියේ උන රිප්ප ගහලා පොඩි කාමරයේ ලමයි ක් පවුලයි මෙකා චාමර අහක බලා ගියා,NORMAL,,0,0,1,,,,,
ammo,NORMAL,,0,0,1,,,,,
චොදනාව කෙනා ඔප්පු කරන්නෙ නැතුව කියවල වැඩක් නෑ බොරු ටොන් වලින් කියන්න ටයි දාගෙන කොට් දාගෙන එන එක ඇදුමට අපහාසයකි,NORMAL,,0,0,1,,,,,
ජාතික ජන බලවේගයේ කෙනෙකුට ලක්ෂ තුන හතරක් හම්බවෙනවා නම කියන්න බැරි එක්කෙනෙක්ට ලක්ෂ හයක් හම්බවෙනවා විශ් රාම වැටුපත් හම්බවෙනවා මොකක්ද ප් රශ්නය ජාතියේ ජන බලවේගය කියන්නේ ජවිපෙ කියන්නේ පට්ට සල්ලිකාර පක්ෂයක්,NORMAL,,0,0,1,,,,,
chamara ayya,NORMAL,,0,0,1,,,,,
කිසිම ආණ්ඩුවකට වැරදි කරන්න බැහැ මාලි මාව හොඳින් කරගන යැයි සිතමි,NORMAL,,0,0,1,,,,,
ane namel oyita kalin hitnnna tibunne,NORMAL,,0,0,1,,,,,
බත් බැලයො මාලිමාවට පුකදෙන පකයා තොට රිදෙනවාද ඇත්ත කියනකොට,HATE,"puka denne, pakaya",1,0,0,,,,,
සුපිරි වඩක් ජයවේවා සංගීත් සහෝදරයා රෙස්පෙක්ට් ජයවේවා npp,NORMAL,,0,0,1,,,,,
hesirenna dannethi eun parliment yewwe mokada,NORMAL,,0,0,1,,,,,
හම්බන්තොට ජාත් යන්තර සම්මන්ත් රණ ශාලාව මත්තල එයාපෝට් එක හදල ගත්තු රැඩිකල් තීරණ වලින් උඹල කරපු සංවර්ධනය පොඩ්ඩක් කියපම්කො නාමල් මහත්තයො පොඩ්ඩක්,NORMAL,,0,0,1,,,,,
අධිකරණය පවා දන්නවා රටේ ආර්ථිකය කඩා වැටීමට හේතුව කලින් ආණ්ඩු,NORMAL,,0,0,1,,,,,
චාමරයගෙ කයිය තිබිබට වැඩ කොහොමද දන්නැහොරා කන්නෙම නැති කෙනෙක්ද,NORMAL,,0,0,1,,,,,
ubala hora kapu hetiyata ethi ohomawath tiyenawa,NORMAL,,0,0,1,,,,,
super speech,NORMAL,,0,0,1,,,,,
උඹලගේ ආන්ඩුව තියෙද්දි රැඩිකල් තින්දු ගත්තනම් ලන්කාව සින්ගප්පුරුවක් කරන්න තිබ්බා,NORMAL,,0,0,1,,,,,
මම බදුල්ලේ මම හිටියේ උන රිප්ප ගහලා පොඩි කාමරයේ ලමයි ක් පවුලයි මෙකා චාමර අහක බලා ගියා,NORMAL,,0,0,1,,,,,
ඇච්චුවලි ඉස්ස බික් කුච්චන්,NORMAL,,0,0,1,,,,,
චමර සම්පත් මැතිතුමාට ගොඩාක් පින් අනුරාධපුර ජනතාව ගැන පාර්ලිමේන්තුවේ කථා කලාට ඇහුනමයි අනුරාධපුර ජනතාව ගැන කථා කරනවා,NORMAL,,0,0,1,,,,,
වැඩේ සුපිරි දැන් ඔය වටලපු ඒවා තියාගන්න තැනක් නැත්තම් අපේ ගෙදර උනත් තියන්න පුළුවන් හපෝ ඕනි තරම් ඉඩ තියෙනවා,NORMAL,,0,0,1,,,,,
එදා ජෙප්පී පාර්ලිමේන්තු හොරු ගෙන කතා කරලා පැමිණිලි නොකලේ පස්සේ කුට්ටිය ගත්තා නිසා,NORMAL,,0,0,1,,,,,
සාටක පරම්පරාව අවුරුදු 65කට නෙවෙයි අවුරුදු සීයකටම පාලනය කරපු කාලයේ ධනය හොයා ගත්ත බංකොල්ලොත් කරලා ඉවරවෙලා පාලනය කරන්න බලේ ඉල්ලනවා,DISINFO,,0,1,0,,,,,
meseta gahala rs 10 wedi karala dunnane ekai puka denne jeppanta,HATE,puka denne jeppanta,1,0,0,,,,,
සාටක පරම්පරාව අවුරුදු 65කට නෙවෙයි අවුරුදු සීයකටම පාලනය කරපු කාලයේ ධනය හොයා ගත්ත බංකොල්ලොත් කරලා ඉවරවෙලා පාලනය කරන්න බලේ ඉල්ලනවා,DISINFO,,0,1,0,,,,,
uva wellasse supiri waddek adarei monaragala api,NORMAL,,0,0,1,,,,,
adarei anura kumara,NORMAL,,0,0,1,,,,,
මෙහෙම ජනාධිපති කෙනෙක් එපා කියලා පාරට එන්නේ මොන අවශ් යතාවය මතද කියලා බුද්දිමත් මිනිස්සු හිතන්න ඒ ජාල වල ඉන්න උන්ට රිදෙනවා අපේ ජනාධිපති අපි රැක ගමු,NORMAL,,0,0,1,,,,,
good,NORMAL,,0,0,1,,,,,
gobba wipakshe,HATE,gobba wipakshe,1,0,0,,,,,
sugeewa hinawunata apita pakada sujeewata chamata sampatta galak kapala hinaweyan,HATE,galak kapala,1,0,0,,,,,
සුපිරි කතාව පරණ දෙයියටත් රොටි කාපන් කන්නෙ නැතුව,NORMAL,,0,0,1,,,,,
namal modaya namala modaya oka gona noveda puta akd bn,HATE,gona,1,0,0,,,,,
