Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words
අනුර..මහත්තයා..ඕකට...ඕකගෙ...සරමේ...හුජ්ජ..යනවදදන්නෙ..නෙ..,අනුරමහත්තයාඕකටඕකගෙසරමේහුජ්ජයනවදදන්නෙනෙ,HATE,1,0,0,
Hora thoo gotta salli deepiya ballo ganikawanta dunna  away ganath deepiya ballo,Hora thoo gotta salli deepiya ballo ganikawanta dunna away ganath deepiya ballo,NORMAL,0,0,1,
ජෙසුපිහීටයි ❤ඔබතුමාට  ඡයෙන් ඡය ලැබෙවා අනුර මහත්තයාට,ජෙසුපිහීටයි ඔබතුමාට ඡයෙන් ඡය ලැබෙවා අනුර මහත්තයාට,NORMAL,0,0,1,
"තාත්තල,පුතාල,බාප්පල,කාපුවමතකනෑ,නාමලෝනාගහටත්අපහසයි,උබලවගේමතමයිඝමේඉන්නහැතිකරේ අපේජනාධිපතිතුමාටජයවේවාස්වහාදහමේආශීර්වාදයලැබේවා",තාත්තලපුතාලබාප්පලකාපුවමතකනෑනාමලෝනාගහටත්අපහසයිඋබලවගේමතමයිඝමේඉන්නහැතිකරේ අපේජනාධිපතිතුමාටජයවේවාස්වහාදහමේආශීර්වාදයලැබේවා,HATE,1,0,0,
Garu janapati thumani api obasamagai budusaranai jaye wewa🙏,Garu janapati thumani api obasamagai budusaranai jaye wewa,HATE,1,0,0,
Balu wadan apita epa😂😂😂 namali,Balu wadan apita epa namali,NORMAL,0,0,1,
තෝ⁣ බලාගෙන ඉන්නේ ආයිත් රට කන්න පුලුවන් කියලද අනේපකෝ තෝපේ දේශපාලනය මෙතනින් ඉවරයි,තෝ බලාගෙන ඉන්නේ ආයිත් රට කන්න පුලුවන් කියලද අනේපකෝ තෝපේ දේශපාලනය මෙතනින් ඉවරයි,NORMAL,0,0,1,
නාමල් රටෙ ජනතාව දන්නවා රටට ආදරෙ කවුද ජනතාවට ආදරෙ කවුද හොරා කන්නා කවුද කුඩු ගෙන්නන්න බලය පෙන්නලා නිතිය මුලා කරෙ කවුද  එක නිසා නාමලො වරද වල් පිලිඅරන් ජම්පරෙ දා ගන්න ලෙස්ති වෙයන් නාමල් ගොතයො,නාමල් රටෙ ජනතාව දන්නවා රටට ආදරෙ කවුද ජනතාවට ආදරෙ කවුද හොරා කන්නා කවුද කුඩු ගෙන්නන්න බලය පෙන්නලා නිතිය මුලා කරෙ කවුද එක නිසා නාමලො වරද වල් පිලිඅරන් ජම්පරෙ දා ගන්න ලෙස්ති වෙයන් නාමල් ගොතයො,DISINFO,0,1,0,
මාලිමාවට   ජය  වේවා!!!❤❤❤🎉🎉🎉,මාලිමාවට ජය වේවා,NORMAL,0,0,1,
ජනපති තුමනි අපි ඔබ සමගයි,ජනපති තුමනි අපි ඔබ සමගයි,NORMAL,0,0,1,
නාමල් ගේ පඩ ෂෝ.... බැරි කල්ලා...,නාමල් ගේ පඩ ෂෝ බැරි කල්ලා,HATE,1,0,0,
හොදට මතක තියගන්න 2029 ජනාධිපති නාමල් රාජපක්ෂ ❤😍,හොදට මතක තියගන්න 2029 ජනාධිපති නාමල් රාජපක්ෂ,NORMAL,0,0,1,
කපන්නෙ ඇයිද දන් නෑ😂,කපන්නෙ ඇයිද දන් නෑ,NORMAL,0,0,1,
😂😂😂😂😂😂😂palayan,palayan,HATE,1,0,0,palayan
අ හරි හරි නාමල් ඔය පවු ඇ උබලගෙ තනිකරම තිබුනෙ හොරාකන සැලැස්මවල්  විතරයි අනික ඔයාලා කලින් අවු14ක් රට කරනෙ ඉතින් ඇයි තවත් ඔයලම රට හදන්ට ඔනි කියන්නෙ උබලා හදපු තරම හොදටම ඇති නාමල්,අ හරි හරි නාමල් ඔය පවු ඇ උබලගෙ තනිකරම තිබුනෙ හොරාකන සැලැස්මවල් විතරයි අනික ඔයාලා කලින් අවු14ක් රට කරනෙ ඉතින් ඇයි තවත් ඔයලම රට හදන්ට ඔනි කියන්නෙ උබලා හදපු තරම හොදටම ඇති නාමල්,NORMAL,0,0,1,
They feel jealousy on you all.,They feel jealousy on you all,NORMAL,0,0,1,
Balaya Teyana Kataya  Oya Malaya TEBUNANAM Akala Matak Karganna,Balaya Teyana Kataya Oya Malaya TEBUNANAM Akala Matak Karganna,HATE,1,0,0,
Apee ජනපති tumaatha pin apee rata goda daanawatha..🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏❤️❤️❤️❤️❤️❤️❤️❤️,Apee ජනපති tumaatha pin apee rata goda daanawatha,NORMAL,0,0,1,
"Namal,,sihina,,janadipathi,, mokadda,,tthiyena,,sudusukama",Namalsihinajanadipathi mokaddatthiyenasudusukama,HATE,1,0,0,
තොපිට යන්න අපායවල් නෑ බල්ලො,තොපිට යන්න අපායවල් නෑ බල්ලො,HATE,1,0,0,"බල්ලො, නෑ"
කටවහපිය පර බල්ල,කටවහපිය පර බල්ල,HATE,1,0,0,"පර, බල්ල"
මොලේ හොදටම කචල් පෙරෙතයො  විපක්ෂය  චික් 😂😂😂😂😂😂😂😂😂,මොලේ හොදටම කචල් පෙරෙතයො විපක්ෂය චික්,NORMAL,0,0,1,
නැමොල තෝද රටට හෙණයකි.,නැමොල තෝද රටට හෙණයකි,NORMAL,0,0,1,
ආදරෙයි අපේ ගරු ජනාධිපති තුමනි ❤❤❤🎉,ආදරෙයි අපේ ගරු ජනාධිපති තුමනි,NORMAL,0,0,1,
Tho thopey appachchi bappala mala okkoma ekathu Vela rata kala Naya gananawak thiyala giya thopita meynAnduwa desata .Abhiyoga karanna kisima wathkamak neha yako,Tho thopey appachchi bappala mala okkoma ekathu Vela rata kala Naya gananawak thiyala giya thopita meynAnduwa desata Abhiyoga karanna kisima wathkamak neha yako,HATE,1,0,0,karanna
Malemawata Jayaweva ❤,Malemawata Jayaweva,HATE,1,0,0,
"ඔහේගේ තාත්තා රැඩිකල් තීන්දු අරගෙන ...
සුනාමි ආධාර, මහා භාණ්ඩාගාරේ මුදල්, කොල්ලා කෑවා. රට පුරා ඉඩම්, මාලිගාවල් අයිති කර ගත්තා. හොරා කාපු සල්ලි පිටරට බැංකුවා deposit කලා. 
ඇදුම් ඇදගෙනද ඔය කතා ??",ඔහේගේ තාත්තා රැඩිකල් තීන්දු අරගෙන සුනාමි ආධාර මහා භාණ්ඩාගාරේ මුදල් කොල්ලා කෑවා රට පුරා ඉඩම් මාලිගාවල් අයිති කර ගත්තා හොරා කාපු සල්ලි පිටරට බැංකුවා deposit කලා ඇදුම් ඇදගෙනද ඔය කතා,DISINFO,0,1,0,
නැමලරටකැවාතවත්බමිබුවක්කියනවා😅,නැමලරටකැවාතවත්බමිබුවක්කියනවා,HATE,1,0,0,
පව්   නාමල්  රාජපක්ෂ  මන්ත්‍රී,පව් නාමල් රාජපක්ෂ මන්ත්රී,NORMAL,0,0,1,
Janapathiethumadavekanakwaga,Janapathiethumadavekanakwaga,NORMAL,0,0,1,
කොහෙද පකෝ මේකෙ තියෙන්නෙ තෝ කියපු කථාව..,කොහෙද පකෝ මේකෙ තියෙන්නෙ තෝ කියපු කථාව,NORMAL,0,0,1,
Muwage ponnayo  pada show danawaw,Muwage ponnayo pada show danawaw,NORMAL,0,0,1,
We love you Mr President 🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤,We love you Mr President,NORMAL,0,0,1,
Rajapaksalagen hora kapu salli ganna  kiyala api anduwata kiyanawa,Rajapaksalagen hora kapu salli ganna kiyala api anduwata kiyanawa,HATE,1,0,0,hora
Ara hon bada thadiya chamaraya tane ellagena boru kiyanawa buruwa,Ara hon bada thadiya chamaraya tane ellagena boru kiyanawa buruwa,NORMAL,0,0,1,
Thopi me rata kewa gon ballo thoge thsththa thoge amma okkoma horu umbe kata paga etanna puluwan yako ne molayo,Thopi me rata kewa gon ballo thoge thsththa thoge amma okkoma horu umbe kata paga etanna puluwan yako ne molayo,HATE,1,0,0,"gon, ballo, horu"
Me gon paka fanna magulak ne gon paka mee haraka,Me gon paka fanna magulak ne gon paka mee haraka,HATE,1,0,0,"haraka, gon"
ආයොජකයෙක් එනකොට රටෙ උත්ගොශන කරපු අය....,ආයොජකයෙක් එනකොට රටෙ උත්ගොශන කරපු අය,NORMAL,0,0,1,
Horakapuwa apahu dunnanam  mitawada ikmanata rata goda daganna thibba,Horakapuwa apahu dunnanam mitawada ikmanata rata goda daganna thibba,HATE,1,0,0,
අනේ මෑමලයා,අනේ මෑමලයා,HATE,1,0,0,
"Podi myno thopi kaapu rata thopi hadaida hora hettha,",Podi myno thopi kaapu rata thopi hadaida hora hettha,HATE,1,0,0,hora
Sataka paramparawama elwanna one,Sataka paramparawama elwanna one,HATE,1,0,0,
උඹලගෙ හපන්කම් තමයි නාමල් අවුරුදු 28 කට යන්නෙ,උඹලගෙ හපන්කම් තමයි නාමල් අවුරුදු 28 කට යන්නෙ,NORMAL,0,0,1,
ගොන් ගස් බල්ලො තෝ මෙච්චර කාලයක් කෝමා වෙලා හිටියද? තොපේ පවුල මේ රට නැති කලා නේද පරයෝ තොට මතක නැද්ද 😡😡😡😡😡,ගොන් ගස් බල්ලො තෝ මෙච්චර කාලයක් කෝමා වෙලා හිටියද තොපේ පවුල මේ රට නැති කලා නේද පරයෝ තොට මතක නැද්ද,NORMAL,0,0,1,
මේ නාමලයා බලන් ඉන්නෙ 2029 ජනාධිපති වෙන්ඩ.හරි ආසාවෙන් ඉන්නෙ අනේ.ඒක සිහිනයක් විතරමයි.,මේ නාමලයා බලන් ඉන්නෙ 2029 ජනාධිපති වෙන්ඩහරි ආසාවෙන් ඉන්නෙ අනේඒක සිහිනයක් විතරමයි,NORMAL,0,0,1,
පොඩි මයිනා.පොඩි හනුමා,පොඩි මයිනාපොඩි හනුමා,HATE,1,0,0,
ගුහින්දලා ගුමල්😂😂😂,ගුහින්දලා ගුමල්,HATE,1,0,0,
අනුර පට්ට. සුපිරි මිනිහෙක්❤❤❤❤❤❤❤❤❤❤,අනුර පට්ට සුපිරි මිනිහෙක්,NORMAL,0,0,1,
පොන්න ගුමල් තො මාව මැරුවත්. තොට චන්දේ දෙන්නැ.😂😂😂😂 මම දන්න කිසිම සහොදරයෙක්😂😂😂 උබ පුද්ගලිකව රටක අමුවෙන්න ඒපා.😂😂😂 තොව සුප් එකක් හදලා දුන්නොත් බොන්න මිනිස්සු ඉන්නවා. පාහර බල්ලා😂😂😂😂,පොන්න ගුමල් තො මාව මැරුවත් තොට චන්දේ දෙන්නැ මම දන්න කිසිම සහොදරයෙක් උබ පුද්ගලිකව රටක අමුවෙන්න ඒපා තොව සුප් එකක් හදලා දුන්නොත් බොන්න මිනිස්සු ඉන්නවා පාහර බල්ලා,NORMAL,0,0,1,
Balapalla me namoleta kiyala tiyena Katha lajjai hirikithaii 😊😊,Balapalla me namoleta kiyala tiyena Katha lajjai hirikithaii,NORMAL,0,0,1,
Namal thawa Tika dawasakin walikada thamaiii 😳😳😳,Namal thawa Tika dawasakin walikada thamaiii,HATE,1,0,0,
Thoge aanduwak aye koheda enna,Thoge aanduwak aye koheda enna,NORMAL,0,0,1,
Pin bath kana haraka,Pin bath kana haraka,NORMAL,0,0,1,
Gu kapu kkkusse katin ahnwa artika gana topa appa kara hodata,Gu kapu kkkusse katin ahnwa artika gana topa appa kara hodata,HATE,1,0,0,Gu
පල කලවැද්දා..,පල කලවැද්දා,HATE,1,0,0,
"නාමල් කුඩු ගේනව, අනුරයා කුඩු කන්ටේනර් එලියට දානවා",නාමල් කුඩු ගේනව අනුරයා කුඩු කන්ටේනර් එලියට දානවා,HATE,1,0,0,"කුඩු, එලියට"
"නාමල් කියන පාරහරයාගේ ගඳගහන කට වහලා දාන්ඩ මේ මාලිමා ආණ්ඩුවට තාමත් බැරිවෙච්චි එක,
රටම විනාශකළ මේ ගංවතුර විනාශයටත් වඩා ලොකු විනාශයක්.  මුගේ ජරා - කට දැංවත් වහලා දාපල්ලා....!",නාමල් කියන පාරහරයාගේ ගඳගහන කට වහලා දාන්ඩ මේ මාලිමා ආණ්ඩුවට තාමත් බැරිවෙච්චි එක රටම විනාශකළ මේ ගංවතුර විනාශයටත් වඩා ලොකු විනාශයක් මුගේ ජරා කට දැංවත් වහලා දාපල්ලා,DISINFO,0,1,0,
"නාමල් කියන පාරහරයාගේ ගඳගහන කට වහලා දාන්ඩ මේ මාලිමා ආණ්ඩුවට තාමත් බැරිවෙච්චි එක,
රටම විනාශකළ මේ ගංවතුර විනාශයටත් වඩා ලොකු විනාශයක්.  මුගේ ජරා - කට දැංවත් වහලා දාපල්ලා....!",නාමල් කියන පාරහරයාගේ ගඳගහන කට වහලා දාන්ඩ මේ මාලිමා ආණ්ඩුවට තාමත් බැරිවෙච්චි එක රටම විනාශකළ මේ ගංවතුර විනාශයටත් වඩා ලොකු විනාශයක් මුගේ ජරා කට දැංවත් වහලා දාපල්ලා,DISINFO,0,1,0,
ඉතින් යකො තොපේ පව්ලේ උන් රට දියුනු කරාද.කෑවානෙ බල්ලො තොපිට හෙණ ගහනවා පිංපියා මෑ මල,ඉතින් යකො තොපේ පව්ලේ උන් රට දියුනු කරාදකෑවානෙ බල්ලො තොපිට හෙණ ගහනවා පිංපියා මෑ මල,HATE,1,0,0,බල්ලො
Namalta  nondiya😮😮😮😢,Namalta nondiya,NORMAL,0,0,1,
මූට පිස්සු   😂මාලිමාවට ජයවේවා,මූට පිස්සු මාලිමාවට ජයවේවා,NORMAL,0,0,1,
"නාමලය කවදාවත් හැදෙන එකෙක් නෙවෙයි ජනාධිපති තුමනි. 
JVP / NPP දේශපාලනයට වැඩිය හොඳ එකක් හදන්න එයාලට සසරෙදිවත් බෑ.
සජියට නොදෙවෙනි අබ්බ ගොබ්බයෙක් නාමලයත්.",නාමලය කවදාවත් හැදෙන එකෙක් නෙවෙයි ජනාධිපති තුමනි JVP NPP දේශපාලනයට වැඩිය හොඳ එකක් හදන්න එයාලට සසරෙදිවත් බෑ සජියට නොදෙවෙනි අබ්බ ගොබ්බයෙක් නාමලයත්,NORMAL,0,0,1,
රටට ඩොලර් එවන්ඩ එපා කියපු.. ආර්තික විසාරදයෝ..  ආදානි ඉස්සර වහ වගේ..,රටට ඩොලර් එවන්ඩ එපා කියපු ආර්තික විසාරදයෝ ආදානි ඉස්සර වහ වගේ,NORMAL,0,0,1,
"අම්මෝ හීනෙන් තමයි තොපේ ආණ්ඩු හදන්න වෙන්නේ 
කාලකන්නි නෑ මොලයා..
ඌ හරි උගතා කියලා හිතන් ඉන්නේ..
පිනට පාර්ලිමේන්තු ආපු හිවලා..
රගනවා දැන්..",අම්මෝ හීනෙන් තමයි තොපේ ආණ්ඩු හදන්න වෙන්නේ කාලකන්නි නෑ මොලයා ඌ හරි උගතා කියලා හිතන් ඉන්නේ පිනට පාර්ලිමේන්තු ආපු හිවලා රගනවා දැන්,NORMAL,0,0,1,
මේක පට්ට ඩෝ බි  චැ නල් එකක් නේ . මම බැලුවේ මේකේ හෙ ඩ් න්  එක දැකලා වඩේ කාර්  කාටද මේ සේර දන්නේ කියලා. අනේ බන් උඹලගේ නිර් නා යක හරි කියංනෙඋඹලා  ම නේ. අනික් උන්ට තේරෙන විදිය උඹලට වෙඩක් නැහැ වගේ. මෝඩ හැතිකරේ. රට කනවා. අදා නි  අපහු ගිය කිව්වහම පිස්සු කියවනවා. ඊ යකෝ නැන්දගේ වාහේ උඹ ඇහුවේ අපහු ගිය එක ආ යෝජකයෙක්  කියන්න කියල නේ. ඉතින් අදානි ගිය එකෙක්. අනික අදනී ගේ ආයෝජනය සම්පුර්ණයෙන් ඩො ලර්  බිලියන් එකක්. මුලින් මිලියන් 442 පස්සේ සම්පුර්ණයෙන් බිලියන් එකයි.මෝඩ චුන් දන්නා එපා,මේක පට්ට ඩෝ බි චැ නල් එකක් නේ මම බැලුවේ මේකේ හෙ ඩ් න් එක දැකලා වඩේ කාර් කාටද මේ සේර දන්නේ කියලා අනේ බන් උඹලගේ නිර් නා යක හරි කියංනෙඋඹලා ම නේ අනික් උන්ට තේරෙන විදිය උඹලට වෙඩක් නැහැ වගේ මෝඩ හැතිකරේ රට කනවා අදා නි අපහු ගිය කිව්වහම පිස්සු කියවනවා ඊ යකෝ නැන්දගේ වාහේ උඹ ඇහුවේ අපහු ගිය එක ආ යෝජකයෙක් කියන්න කියල නේ ඉතින් අදානි ගිය එකෙක් අනික අදනී ගේ ආයෝජනය සම්පුර්ණයෙන් ඩො ලර් බිලියන් එකක් මුලින් මිලියන් 442 පස්සේ සම්පුර්ණයෙන් බිලියන් එකයිමෝඩ චුන් දන්නා එපා,DISINFO,0,1,0,
Hutto boru epa,Hutto boru epa,HATE,1,0,0,boru
අනේ බං තඹුත්තේගම කාලකන්නියො ලෝක වසංගතය තඹුත්තේගම දන්නෙ නැද්ද වරාය ගුවන්තොටුපල වහල ආර්ථික වහල.අද ගංවතුර ට ජනතාව ට කන්න නෑ. තෝ බෝරැ සමාජගතකලා. තෙල් වලින් ඇමතිට සාක්කුවට කොමිසය යනව කිව්ව නිගන්ටය.,අනේ බං තඹුත්තේගම කාලකන්නියො ලෝක වසංගතය තඹුත්තේගම දන්නෙ නැද්ද වරාය ගුවන්තොටුපල වහල ආර්ථික වහලඅද ගංවතුර ට ජනතාව ට කන්න නෑ තෝ බෝරැ සමාජගතකලා තෙල් වලින් ඇමතිට සාක්කුවට කොමිසය යනව කිව්ව නිගන්ටය,DISINFO,0,1,0,
ඇද්ද මුත්තෙ,ඇද්ද මුත්තෙ,HATE,1,0,0,
නාමල්  අනුරට දුවන් දෙන්න උත්තර උන් 88/89 කලය වගේ උන්ට නැගිටින්නට දෙන්න එපා කාලකණ්ණි,නාමල් අනුරට දුවන් දෙන්න උත්තර උන් 8889 කලය වගේ උන්ට නැගිටින්නට දෙන්න එපා කාලකණ්ණි,HATE,1,0,0,"දෙන්න, වගේ, කාලකණ්ණි"
Me kakanniya parliament ekata awe jathika laisthuwen...ane bola kalaknni uru miyo...muta minissu chande Dunne na..mea jathika laisthuwen ena eka ahosi karanna ona... Thattala puthala Hoda rata wenasa karanna wetharai... kalaknni rajapakshala..🤮🤮🤮🤮😡😡,Me kakanniya parliament ekata awe jathika laisthuwenane bola kalaknni uru miyomuta minissu chande Dunne namea jathika laisthuwen ena eka ahosi karanna ona Thattala puthala Hoda rata wenasa karanna wetharai kalaknni rajapakshala,HATE,1,0,0,"bola, minissu, karanna"
"ගොන්,නෑ මොළයො කවදාවත් ඔබට ආණ්ඩුව ක් හදන්න බැහැ.හීනෙන් තමයි.පරම්පරාවම රට කෑව.මොළයක් උත්පාදනය කරගන්න බුද්ධිමත් වීමට දැන් වත් පිළිවෙත් පුරමින් මහජනයාට අවශ්‍යතා ඉටුකර දෙන්න බලනව.නැත්නම් කට අයාගෙන බලා ඉන්න.මේක පවුල් දේශපාලනය නෙමෙයි.හොඳේ.",ගොන්නෑ මොළයො කවදාවත් ඔබට ආණ්ඩුව ක් හදන්න බැහැහීනෙන් තමයිපරම්පරාවම රට කෑවමොළයක් උත්පාදනය කරගන්න බුද්ධිමත් වීමට දැන් වත් පිළිවෙත් පුරමින් මහජනයාට අවශ්යතා ඉටුකර දෙන්න බලනවනැත්නම් කට අයාගෙන බලා ඉන්නමේක පවුල් දේශපාලනය නෙමෙයිහොඳේ,NORMAL,0,0,1,
Namalta Kanata gahawwa wage eka nm😂,Namalta Kanata gahawwa wage eka nm,HATE,1,0,0,
"🎉🎉🎉 jaya wewa anura sir 🎉 
Malimawata jaya wewa 🎉🎉🎉
❤🎉❤🎉❤🎉
🎉🎉🎉🎉🎉",jaya wewa anura sir Malimawata jaya wewa,NORMAL,0,0,1,
සියල්ල සදහාම ඔබතුමා ඇතුළු පිරිසට පොර බැදිය යුතුම  වෙනවා.,සියල්ල සදහාම ඔබතුමා ඇතුළු පිරිසට පොර බැදිය යුතුම වෙනවා,NORMAL,0,0,1,
නියමයි..ජනාධිපතිතුමනි.🙏ජයවේවා...,නියමයිජනාධිපතිතුමනිජයවේවා,NORMAL,0,0,1,
ලයිස්තුවා   ඔහේ  කියවනව  ජනතාව   ගොනාට  අන්දන්න  හදනව  යනව,ලයිස්තුවා ඔහේ කියවනව ජනතාව ගොනාට අන්දන්න හදනව යනව,NORMAL,0,0,1,
"ponna.moda.gon.lapaya.monawada.kiyanne.kiyala.mewata.hure
Damana.kalakanni.jeppanta.hondai.mu.hithanne.uddamanaya.ihalagiye.korona.yudde.mun.rata
Kadakappal.karapuwa.nisa.noweida.pora.bsduwa.punchiamma
Ekka.",ponnamodagonlapayamonawadakiyannekiyalamewatahure Damanakalakannijeppantahondaimuhithanneuddamanayaihalagiyekoronayuddemunrata Kadakappalkarapuwanisanoweidaporabsduwapunchiamma Ekka,HATE,1,0,0,
යකෝ නෑමැලේ ගොන් අලයක් තොපි සේරම තාත්තා පුතා බාප්පා මල්ලි සේරම හොරා කාල කාල රට විනාශ කරලා ඉවරයි දැන් කට මැද දොඩවනවා රටට කරපු විනාෂෙ රාජපක්ෂ පවුල දැන් මිනිස්සු කාල හරි ඉන්නවා අනුර කුමාර ජනාධිපතිතුමා ට දලදා සමිදුන් ගෙ පිහිටයි,යකෝ නෑමැලේ ගොන් අලයක් තොපි සේරම තාත්තා පුතා බාප්පා මල්ලි සේරම හොරා කාල කාල රට විනාශ කරලා ඉවරයි දැන් කට මැද දොඩවනවා රටට කරපු විනාෂෙ රාජපක්ෂ පවුල දැන් මිනිස්සු කාල හරි ඉන්නවා අනුර කුමාර ජනාධිපතිතුමා ට දලදා සමිදුන් ගෙ පිහිටයි,DISINFO,0,1,0,
"අම්මට හුඩු නෑමලා මු මාර පොරක් කරමු කරමු මූව ජනපති😂😂😂😂😂😂😂😂😂😂😂සාටක හොරැ😂😂😂😂
Npp AKD 🎉🎉🎉🎉🎉🎉🎉🎉🎉",අම්මට හුඩු නෑමලා මු මාර පොරක් කරමු කරමු මූව ජනපතිසාටක හොරැ Npp AKD,HATE,1,0,0,අම්මට
ඔබේ අමිමගෙ රෙද්ද වුස්සලා සල්ලි හමිබ කරපන් හොර කඩ පාහර ඇත්ත,ඔබේ අමිමගෙ රෙද්ද වුස්සලා සල්ලි හමිබ කරපන් හොර කඩ පාහර ඇත්ත,NORMAL,0,0,1,
Namalta wenama maik akakdela  wenamachanal akak  hadala thaniyama kiyawanna denna  kiyavema apa wenawa  thawabalayat enna dagalanne munge berumata,Namalta wenama maik akakdela wenamachanal akak hadala thaniyama kiyawanna denna kiyavema apa wenawa thawabalayat enna dagalanne munge berumata,NORMAL,0,0,1,
කයිතන්ලගෙ වැඩ,කයිතන්ලගෙ වැඩ,HATE,1,0,0,වැඩ
උබල නේද යැව්වෙ ආයොජකයො ⁣,උබල නේද යැව්වෙ ආයොජකයො,NORMAL,0,0,1,
ලජ්ජාවක් නැති නාමල් ඔබතුමාලා නේ රට කෑවේ දැන්වත් පැත්තකට වෙලා ඉන්න නාමල්  මේ ආන්ඩුවට බැරි වුනොත් ලනකාවෙ නැද්ද ඔය රජ පුටුවේ වාඩ් වෙන්න උගත් අය නැද්ද  බත් කන ම්නිස්සුන් ඔයාලාට ‍ ‍ංන්දයක් දෙයිද තවත් කරන්නේ රට ව්නාස කරන වැඩ මහජනතාව පත්කර ගත්තේ අනුර ජනාධිපති තුමා එතුමාගේ වැඩ පිලිවල හොඳ නැතිනම් මහජනයා තිරනයක ගනි කුමන්ත්‍රණ කන්නේ නැතිව පැත්තකට වෙලා බලන් ඉන්න,ලජ්ජාවක් නැති නාමල් ඔබතුමාලා නේ රට කෑවේ දැන්වත් පැත්තකට වෙලා ඉන්න නාමල් මේ ආන්ඩුවට බැරි වුනොත් ලනකාවෙ නැද්ද ඔය රජ පුටුවේ වාඩ් වෙන්න උගත් අය නැද්ද බත් කන ම්නිස්සුන් ඔයාලාට ංන්දයක් දෙයිද තවත් කරන්නේ රට ව්නාස කරන වැඩ මහජනතාව පත්කර ගත්තේ අනුර ජනාධිපති තුමා එතුමාගේ වැඩ පිලිවල හොඳ නැතිනම් මහජනයා තිරනයක ගනි කුමන්ත්රණ කන්නේ නැතිව පැත්තකට වෙලා බලන් ඉන්න,NORMAL,0,0,1,
Malimawata jaya,Malimawata jaya,NORMAL,0,0,1,
"නෑ මොලයා හිතන් ඉන්නේ ,ඊ ළග ජනාධිපති මිනිහා කියලා.සැබෑ නොවන සිහින😂😂😂",නෑ මොලයා හිතන් ඉන්නේ ඊ ළග ජනාධිපති මිනිහා කියලාසැබෑ නොවන සිහින,NORMAL,0,0,1,
Matha anura samagai namal gon pakaya,Matha anura samagai namal gon pakaya,HATE,1,0,0,"gon, pakaya"
Namal ; Thoge Ammata Hukapan,Namal Thoge Ammata Hukapan,HATE,1,0,0,
Thope kale ko oowa koheda thbbe?? Danda thota rata goda danna adahas aawe gong ballo!,Thope kale ko oowa koheda thbbe Danda thota rata goda danna adahas aawe gong ballo,HATE,1,0,0,ballo
Deepiya thopi horakaawa salli rata niyameta hadanna puluwan bola!,Deepiya thopi horakaawa salli rata niyameta hadanna puluwan bola,HATE,1,0,0,bola
Thoi thoge sppiy hota kaawa wage thoo dang methana awith kaigahanne para balla!,Thoi thoge sppiy hota kaawa wage thoo dang methana awith kaigahanne para balla,HATE,1,0,0,balla
ඉගෙන ගනියවි අනුර රට කරන විදිහ හොරැ,ඉගෙන ගනියවි අනුර රට කරන විදිහ හොරැ,NORMAL,0,0,1,
පර බල්ලෝ මෙ රට  නැති  කරලා දැන් එනවා අපෙ ජනාධිපති තුමාට උපදෙස් දෙන්න හිරබත් කන්න බලන් ඉදපන් නෑමලයා,පර බල්ලෝ මෙ රට නැති කරලා දැන් එනවා අපෙ ජනාධිපති තුමාට උපදෙස් දෙන්න හිරබත් කන්න බලන් ඉදපන් නෑමලයා,NORMAL,0,0,1,
බොරැ එපා අනුර තවත් දැන් එලිවෙනවා,බොරැ එපා අනුර තවත් දැන් එලිවෙනවා,HATE,1,0,0,බොරැ
උබේ thaththalata ඔය උපදෙස් දීලා රට හදන්න තිබුණනේ. ජනාධිපතිතුමනි okun හුරතල් කරන්න එපාaaaaaaaa,උබේ thaththalata ඔය උපදෙස් දීලා රට හදන්න තිබුණනේ ජනාධිපතිතුමනි okun හුරතල් කරන්න එපාaaaaaaaa,NORMAL,0,0,1,
Den aarthikaya goda gannawanam ice vikunanna one aeka thami namal kiyanne,Den aarthikaya goda gannawanam ice vikunanna one aeka thami namal kiyanne,NORMAL,0,0,1,
අපේ අනුර කුමාරට ජය වේවා,අපේ අනුර කුමාරට ජය වේවා,NORMAL,0,0,1,
උඹල අරි ගනන් ගෙනාවේ අයිස් කුඩුඒවගෙන් අරපල්ලාතෝටා පුළුවන්ද ටික දවසක් යනකොට උඹලට තමයි තේරෙන්නේ,උඹල අරි ගනන් ගෙනාවේ අයිස් කුඩුඒවගෙන් අරපල්ලාතෝටා පුළුවන්ද ටික දවසක් යනකොට උඹලට තමයි තේරෙන්නේ,NORMAL,0,0,1,
අනේ සක්කිලියෝ තොපි කරේ,අනේ සක්කිලියෝ තොපි කරේ,HATE,1,0,0,
